  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.00000E+00
  0.00000E+00  1.00666E-03  2.01231E-03  3.01593E-03  4.01652E-03  5.01306E-03  6.00455E-03  6.99000E-03  7.96841E-03  8.93879E-03  9.90018E-03  1.08516E-02  1.17921E-02  1.27207E-02  1.36365E-02  1.45386E-02  1.54260E-02  1.62979E-02  1.71534E-02  1.79916E-02  1.88117E-02  1.96129E-02  2.03943E-02  2.11552E-02  2.18948E-02  2.26123E-02  2.33071E-02  2.39784E-02  2.46255E-02  2.52479E-02  2.58448E-02  2.64157E-02  2.69600E-02  2.74772E-02  2.79667E-02  2.84280E-02  2.88607E-02  2.92644E-02  2.96386E-02  2.99829E-02  3.02971E-02  3.05807E-02  3.08336E-02  3.10554E-02  3.12459E-02  3.14050E-02  3.15324E-02  3.16281E-02  3.16920E-02  3.17239E-02  3.17239E-02  3.16920E-02  3.16281E-02  3.15324E-02  3.14050E-02  3.12459E-02  3.10554E-02  3.08336E-02  3.05807E-02  3.02971E-02  2.99829E-02  2.96386E-02  2.92644E-02  2.88607E-02  2.84280E-02  2.79667E-02  2.74772E-02  2.69600E-02  2.64157E-02  2.58448E-02  2.52479E-02  2.46255E-02  2.39784E-02  2.33071E-02  2.26123E-02  2.18948E-02  2.11552E-02  2.03943E-02  1.96129E-02  1.88117E-02  1.79916E-02  1.71534E-02  1.62979E-02  1.54260E-02  1.45386E-02  1.36365E-02  1.27207E-02  1.17921E-02  1.08516E-02  9.90018E-03  8.93879E-03  7.96841E-03  6.99000E-03  6.00455E-03  5.01306E-03  4.01652E-03  3.01593E-03  2.01231E-03  1.00666E-03 -2.77374E-09
  0.00000E+00  2.01231E-03  4.02259E-03  6.02883E-03  8.02899E-03  1.00211E-02  1.20031E-02  1.39730E-02  1.59288E-02  1.78686E-02  1.97904E-02  2.16923E-02  2.35723E-02  2.54286E-02  2.72593E-02  2.90625E-02  3.08365E-02  3.25794E-02  3.42896E-02  3.59652E-02  3.76045E-02  3.92061E-02  4.07681E-02  4.22891E-02  4.37675E-02  4.52019E-02  4.65907E-02  4.79326E-02  4.92263E-02  5.04703E-02  5.16636E-02  5.28048E-02  5.38929E-02  5.49267E-02  5.59052E-02  5.68274E-02  5.76924E-02  5.84993E-02  5.92473E-02  5.99357E-02  6.05636E-02  6.11307E-02  6.16361E-02  6.20795E-02  6.24604E-02  6.27784E-02  6.30331E-02  6.32244E-02  6.33521E-02  6.34159E-02  6.34159E-02  6.33521E-02  6.32244E-02  6.30331E-02  6.27784E-02  6.24604E-02  6.20795E-02  6.16361E-02  6.11307E-02  6.05636E-02  5.99357E-02  5.92473E-02  5.84993E-02  5.76924E-02  5.68274E-02  5.59052E-02  5.49267E-02  5.38929E-02  5.28048E-02  5.16636E-02  5.04703E-02  4.92262E-02  4.79326E-02  4.65907E-02  4.52019E-02  4.37675E-02  4.22891E-02  4.07681E-02  3.92061E-02  3.76045E-02  3.59652E-02  3.42896E-02  3.25794E-02  3.08365E-02  2.90625E-02  2.72593E-02  2.54286E-02  2.35723E-02  2.16923E-02  1.97904E-02  1.78686E-02  1.59288E-02  1.39730E-02  1.20031E-02  1.00211E-02  8.02899E-03  6.02882E-03  4.02259E-03  2.01231E-03 -5.54470E-09
  0.00000E+00  3.01593E-03  6.02883E-03  9.03565E-03  1.20334E-02  1.50190E-02  1.79895E-02  2.09418E-02  2.38731E-02  2.67804E-02  2.96607E-02  3.25111E-02  3.53288E-02  3.81109E-02  4.08546E-02  4.35572E-02  4.62159E-02  4.88281E-02  5.13912E-02  5.39025E-02  5.63595E-02  5.87597E-02  6.11008E-02  6.33804E-02  6.55962E-02  6.77459E-02  6.98274E-02  7.18386E-02  7.37774E-02  7.56420E-02  7.74304E-02  7.91408E-02  8.07715E-02  8.23210E-02  8.37875E-02  8.51696E-02  8.64660E-02  8.76753E-02  8.87964E-02  8.98280E-02  9.07692E-02  9.16190E-02  9.23766E-02  9.30411E-02  9.36119E-02  9.40885E-02  9.44704E-02  9.47571E-02  9.49484E-02  9.50441E-02  9.50441E-02  9.49484E-02  9.47571E-02  9.44704E-02  9.40885E-02  9.36119E-02  9.30411E-02  9.23766E-02  9.16190E-02  9.07692E-02  8.98280E-02  8.87964E-02  8.76753E-02  8.64660E-02  8.51696E-02  8.37875E-02  8.23209E-02  8.07715E-02  7.91408E-02  7.74304E-02  7.56420E-02  7.37774E-02  7.18386E-02  6.98274E-02  6.77459E-02  6.55962E-02  6.33804E-02  6.11008E-02  5.87597E-02  5.63595E-02  5.39025E-02  5.13912E-02  4.88281E-02  4.62159E-02  4.35572E-02  4.08546E-02  3.81109E-02  3.53287E-02  3.25111E-02  2.96607E-02  2.67804E-02  2.38731E-02  2.09418E-02  1.79895E-02  1.50190E-02  1.20334E-02  9.03565E-03  6.02882E-03  3.01592E-03 -8.31006E-09
  0.00000E+00  4.01652E-03  8.02899E-03  1.20334E-02  1.60256E-02  2.00018E-02  2.39578E-02  2.78897E-02  3.17934E-02  3.56652E-02  3.95011E-02  4.32972E-02  4.70497E-02  5.07548E-02  5.44088E-02  5.80080E-02  6.15488E-02  6.50277E-02  6.84410E-02  7.17855E-02  7.50577E-02  7.82543E-02  8.13721E-02  8.44079E-02  8.73588E-02  9.02217E-02  9.29938E-02  9.56722E-02  9.82543E-02  1.00737E-01  1.03119E-01  1.05397E-01  1.07569E-01  1.09632E-01  1.11585E-01  1.13426E-01  1.15153E-01  1.16763E-01  1.18256E-01  1.19630E-01  1.20883E-01  1.22015E-01  1.23024E-01  1.23909E-01  1.24669E-01  1.25304E-01  1.25812E-01  1.26194E-01  1.26449E-01  1.26577E-01  1.26577E-01  1.26449E-01  1.26194E-01  1.25812E-01  1.25304E-01  1.24669E-01  1.23909E-01  1.23024E-01  1.22015E-01  1.20883E-01  1.19630E-01  1.18256E-01  1.16763E-01  1.15153E-01  1.13426E-01  1.11585E-01  1.09632E-01  1.07569E-01  1.05397E-01  1.03119E-01  1.00737E-01  9.82543E-02  9.56722E-02  9.29938E-02  9.02217E-02  8.73588E-02  8.44079E-02  8.13721E-02  7.82543E-02  7.50577E-02  7.17855E-02  6.84410E-02  6.50277E-02  6.15488E-02  5.80080E-02  5.44088E-02  5.07548E-02  4.70496E-02  4.32972E-02  3.95011E-02  3.56652E-02  3.17934E-02  2.78897E-02  2.39578E-02  2.00018E-02  1.60256E-02  1.20334E-02  8.02898E-03  4.01651E-03 -1.10671E-08
  0.00000E+00  5.01306E-03  1.00211E-02  1.50190E-02  2.00018E-02  2.49644E-02  2.99020E-02  3.48094E-02  3.96817E-02  4.45141E-02  4.93017E-02  5.40397E-02  5.87232E-02  6.33476E-02  6.79082E-02  7.24004E-02  7.68198E-02  8.11617E-02  8.54220E-02  8.95962E-02  9.36803E-02  9.76700E-02  1.01561E-01  1.05350E-01  1.09033E-01  1.12607E-01  1.16067E-01  1.19409E-01  1.22632E-01  1.25731E-01  1.28704E-01  1.31547E-01  1.34258E-01  1.36833E-01  1.39271E-01  1.41568E-01  1.43723E-01  1.45733E-01  1.47597E-01  1.49311E-01  1.50876E-01  1.52288E-01  1.53548E-01  1.54652E-01  1.55601E-01  1.56393E-01  1.57028E-01  1.57504E-01  1.57822E-01  1.57982E-01  1.57982E-01  1.57822E-01  1.57504E-01  1.57028E-01  1.56393E-01  1.55601E-01  1.54652E-01  1.53548E-01  1.52288E-01  1.50876E-01  1.49311E-01  1.47597E-01  1.45733E-01  1.43723E-01  1.41568E-01  1.39271E-01  1.36833E-01  1.34258E-01  1.31547E-01  1.28704E-01  1.25731E-01  1.22632E-01  1.19409E-01  1.16067E-01  1.12607E-01  1.09033E-01  1.05350E-01  1.01561E-01  9.76700E-02  9.36803E-02  8.95962E-02  8.54220E-02  8.11617E-02  7.68197E-02  7.24004E-02  6.79082E-02  6.33476E-02  5.87232E-02  5.40397E-02  4.93017E-02  4.45141E-02  3.96817E-02  3.48094E-02  2.99020E-02  2.49644E-02  2.00018E-02  1.50190E-02  1.00211E-02  5.01305E-03 -1.38129E-08
  0.00000E+00  6.00455E-03  1.20031E-02  1.79895E-02  2.39578E-02  2.99020E-02  3.58160E-02  4.16940E-02  4.75301E-02  5.33182E-02  5.90527E-02  6.47277E-02  7.03376E-02  7.58766E-02  8.13392E-02  8.67199E-02  9.20133E-02  9.72141E-02  1.02317E-01  1.07317E-01  1.12209E-01  1.16987E-01  1.21648E-01  1.26187E-01  1.30598E-01  1.34878E-01  1.39022E-01  1.43027E-01  1.46887E-01  1.50599E-01  1.54160E-01  1.57565E-01  1.60812E-01  1.63896E-01  1.66816E-01  1.69568E-01  1.72149E-01  1.74557E-01  1.76789E-01  1.78843E-01  1.80716E-01  1.82408E-01  1.83917E-01  1.85240E-01  1.86376E-01  1.87325E-01  1.88085E-01  1.88656E-01  1.89037E-01  1.89227E-01  1.89227E-01  1.89037E-01  1.88656E-01  1.88085E-01  1.87325E-01  1.86376E-01  1.85240E-01  1.83917E-01  1.82408E-01  1.80716E-01  1.78843E-01  1.76789E-01  1.74557E-01  1.72149E-01  1.69568E-01  1.66816E-01  1.63896E-01  1.60812E-01  1.57565E-01  1.54160E-01  1.50599E-01  1.46887E-01  1.43027E-01  1.39022E-01  1.34878E-01  1.30598E-01  1.26187E-01  1.21648E-01  1.16987E-01  1.12209E-01  1.07317E-01  1.02317E-01  9.72141E-02  9.20133E-02  8.67199E-02  8.13392E-02  7.58766E-02  7.03376E-02  6.47278E-02  5.90527E-02  5.33182E-02  4.75301E-02  4.16940E-02  3.58160E-02  2.99020E-02  2.39578E-02  1.79895E-02  1.20030E-02  6.00454E-03 -1.65449E-08
  0.00000E+00  6.99000E-03  1.39730E-02  2.09418E-02  2.78897E-02  3.48094E-02  4.16940E-02  4.85367E-02  5.53305E-02  6.20687E-02  6.87443E-02  7.53506E-02  8.18812E-02  8.83292E-02  9.46883E-02  1.00952E-01  1.07114E-01  1.13169E-01  1.19109E-01  1.24929E-01  1.30624E-01  1.36187E-01  1.41613E-01  1.46896E-01  1.52032E-01  1.57014E-01  1.61838E-01  1.66500E-01  1.70993E-01  1.75315E-01  1.79460E-01  1.83424E-01  1.87203E-01  1.90795E-01  1.94193E-01  1.97397E-01  2.00402E-01  2.03204E-01  2.05803E-01  2.08194E-01  2.10375E-01  2.12345E-01  2.14100E-01  2.15641E-01  2.16964E-01  2.18068E-01  2.18953E-01  2.19618E-01  2.20061E-01  2.20283E-01  2.20283E-01  2.20061E-01  2.19618E-01  2.18953E-01  2.18068E-01  2.16964E-01  2.15641E-01  2.14100E-01  2.12345E-01  2.10375E-01  2.08194E-01  2.05803E-01  2.03204E-01  2.00402E-01  1.97397E-01  1.94193E-01  1.90795E-01  1.87203E-01  1.83424E-01  1.79460E-01  1.75315E-01  1.70993E-01  1.66500E-01  1.61838E-01  1.57014E-01  1.52032E-01  1.46896E-01  1.41613E-01  1.36187E-01  1.30624E-01  1.24929E-01  1.19109E-01  1.13169E-01  1.07114E-01  1.00952E-01  9.46883E-02  8.83292E-02  8.18811E-02  7.53507E-02  6.87443E-02  6.20687E-02  5.53306E-02  4.85367E-02  4.16940E-02  3.48094E-02  2.78896E-02  2.09418E-02  1.39729E-02  6.98998E-03 -1.92602E-08
  0.00000E+00  7.96841E-03  1.59288E-02  2.38731E-02  3.17934E-02  3.96817E-02  4.75301E-02  5.53305E-02  6.30753E-02  7.07566E-02  7.83666E-02  8.58977E-02  9.33423E-02  1.00693E-01  1.07942E-01  1.15083E-01  1.22107E-01  1.29009E-01  1.35781E-01  1.42416E-01  1.48908E-01  1.55249E-01  1.61435E-01  1.67458E-01  1.73312E-01  1.78992E-01  1.84491E-01  1.89805E-01  1.94928E-01  1.99854E-01  2.04579E-01  2.09098E-01  2.13407E-01  2.17501E-01  2.21375E-01  2.25027E-01  2.28452E-01  2.31647E-01  2.34609E-01  2.37335E-01  2.39822E-01  2.42067E-01  2.44069E-01  2.45824E-01  2.47332E-01  2.48592E-01  2.49601E-01  2.50358E-01  2.50864E-01  2.51116E-01  2.51116E-01  2.50864E-01  2.50358E-01  2.49601E-01  2.48592E-01  2.47332E-01  2.45824E-01  2.44069E-01  2.42067E-01  2.39822E-01  2.37335E-01  2.34609E-01  2.31647E-01  2.28452E-01  2.25027E-01  2.21375E-01  2.17501E-01  2.13407E-01  2.09098E-01  2.04579E-01  1.99854E-01  1.94928E-01  1.89805E-01  1.84491E-01  1.78992E-01  1.73312E-01  1.67458E-01  1.61435E-01  1.55249E-01  1.48908E-01  1.42416E-01  1.35781E-01  1.29009E-01  1.22107E-01  1.15083E-01  1.07942E-01  1.00693E-01  9.33422E-02  8.58977E-02  7.83666E-02  7.07566E-02  6.30753E-02  5.53306E-02  4.75301E-02  3.96817E-02  3.17934E-02  2.38731E-02  1.59288E-02  7.96839E-03 -2.19561E-08
  0.00000E+00  8.93879E-03  1.78686E-02  2.67804E-02  3.56652E-02  4.45141E-02  5.33182E-02  6.20687E-02  7.07566E-02  7.93733E-02  8.79100E-02  9.63582E-02  1.04709E-01  1.12955E-01  1.21087E-01  1.29097E-01  1.36977E-01  1.44720E-01  1.52316E-01  1.59759E-01  1.67041E-01  1.74156E-01  1.81094E-01  1.87851E-01  1.94418E-01  2.00789E-01  2.06958E-01  2.12919E-01  2.18666E-01  2.24192E-01  2.29493E-01  2.34562E-01  2.39395E-01  2.43988E-01  2.48334E-01  2.52431E-01  2.56273E-01  2.59857E-01  2.63180E-01  2.66238E-01  2.69027E-01  2.71546E-01  2.73791E-01  2.75761E-01  2.77452E-01  2.78865E-01  2.79997E-01  2.80846E-01  2.81413E-01  2.81697E-01  2.81697E-01  2.81413E-01  2.80846E-01  2.79997E-01  2.78865E-01  2.77452E-01  2.75761E-01  2.73791E-01  2.71546E-01  2.69027E-01  2.66238E-01  2.63180E-01  2.59857E-01  2.56273E-01  2.52431E-01  2.48334E-01  2.43988E-01  2.39395E-01  2.34562E-01  2.29493E-01  2.24192E-01  2.18666E-01  2.12919E-01  2.06958E-01  2.00789E-01  1.94418E-01  1.87851E-01  1.81094E-01  1.74156E-01  1.67041E-01  1.59759E-01  1.52316E-01  1.44720E-01  1.36977E-01  1.29097E-01  1.21087E-01  1.12955E-01  1.04709E-01  9.63582E-02  8.79100E-02  7.93733E-02  7.07566E-02  6.20687E-02  5.33182E-02  4.45141E-02  3.56652E-02  2.67804E-02  1.78686E-02  8.93877E-03 -2.46298E-08
