  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00
  9.83922E-01  9.83922E-01  9.83927E-01  9.83937E-01  9.83952E-01  9.83971E-01  9.83996E-01  9.84026E-01  9.84060E-01  9.84099E-01  9.84143E-01  9.84192E-01  9.84245E-01  9.84303E-01  9.84366E-01  9.84432E-01  9.84504E-01  9.84579E-01  9.84659E-01  9.84743E-01  9.84831E-01  9.84923E-01  9.85019E-01  9.85119E-01  9.85223E-01  9.85330E-01  9.85440E-01  9.85554E-01  9.85671E-01  9.85791E-01  9.85915E-01  9.86041E-01  9.86170E-01  9.86301E-01  9.86435E-01  9.86572E-01  9.86710E-01  9.86851E-01  9.86994E-01  9.87138E-01  9.87284E-01  9.87432E-01  9.87581E-01  9.87731E-01  9.87882E-01  9.88034E-01  9.88187E-01  9.88341E-01  9.88495E-01  9.88649E-01  9.88803E-01  9.88957E-01  9.89112E-01  9.89265E-01  9.89419E-01  9.89571E-01  9.89723E-01  9.89874E-01  9.90023E-01  9.90172E-01  9.90319E-01  9.90464E-01  9.90608E-01  9.90750E-01  9.90890E-01  9.91027E-01  9.91163E-01  9.91296E-01  9.91426E-01  9.91553E-01  9.91678E-01  9.91800E-01  9.91919E-01  9.92034E-01  9.92146E-01  9.92254E-01  9.92359E-01  9.92461E-01  9.92558E-01  9.92651E-01  9.92741E-01  9.92826E-01  9.92907E-01  9.92984E-01  9.93057E-01  9.93125E-01  9.93188E-01  9.93247E-01  9.93302E-01  9.93351E-01  9.93396E-01  9.93436E-01  9.93471E-01  9.93501E-01  9.93526E-01  9.93546E-01  9.93562E-01  9.93572E-01  9.93577E-01  9.93577E-01
  9.67855E-01  9.67855E-01  9.67865E-01  9.67884E-01  9.67914E-01  9.67954E-01  9.68003E-01  9.68062E-01  9.68131E-01  9.68210E-01  9.68297E-01  9.68395E-01  9.68501E-01  9.68617E-01  9.68742E-01  9.68875E-01  9.69018E-01  9.69169E-01  9.69329E-01  9.69497E-01  9.69673E-01  9.69857E-01  9.70049E-01  9.70248E-01  9.70455E-01  9.70669E-01  9.70890E-01  9.71117E-01  9.71351E-01  9.71592E-01  9.71838E-01  9.72090E-01  9.72348E-01  9.72610E-01  9.72878E-01  9.73151E-01  9.73428E-01  9.73709E-01  9.73994E-01  9.74283E-01  9.74575E-01  9.74870E-01  9.75168E-01  9.75468E-01  9.75770E-01  9.76074E-01  9.76380E-01  9.76687E-01  9.76994E-01  9.77302E-01  9.77611E-01  9.77919E-01  9.78227E-01  9.78535E-01  9.78841E-01  9.79146E-01  9.79449E-01  9.79751E-01  9.80050E-01  9.80347E-01  9.80641E-01  9.80931E-01  9.81219E-01  9.81502E-01  9.81782E-01  9.82057E-01  9.82327E-01  9.82593E-01  9.82853E-01  9.83108E-01  9.83357E-01  9.83601E-01  9.83838E-01  9.84068E-01  9.84292E-01  9.84509E-01  9.84719E-01  9.84921E-01  9.85116E-01  9.85303E-01  9.85481E-01  9.85652E-01  9.85814E-01  9.85968E-01  9.86113E-01  9.86249E-01  9.86376E-01  9.86494E-01  9.86602E-01  9.86701E-01  9.86791E-01  9.86871E-01  9.86941E-01  9.87001E-01  9.87051E-01  9.87092E-01  9.87122E-01  9.87142E-01  9.87152E-01  9.87152E-01
  9.51810E-01  9.51810E-01  9.51825E-01  9.51854E-01  9.51899E-01  9.51958E-01  9.52032E-01  9.52121E-01  9.52224E-01  9.52341E-01  9.52473E-01  9.52619E-01  9.52778E-01  9.52952E-01  9.53139E-01  9.53339E-01  9.53553E-01  9.53779E-01  9.54018E-01  9.54270E-01  9.54534E-01  9.54809E-01  9.55097E-01  9.55396E-01  9.55705E-01  9.56026E-01  9.56357E-01  9.56698E-01  9.57049E-01  9.57409E-01  9.57778E-01  9.58156E-01  9.58542E-01  9.58936E-01  9.59337E-01  9.59745E-01  9.60160E-01  9.60582E-01  9.61009E-01  9.61442E-01  9.61879E-01  9.62321E-01  9.62767E-01  9.63217E-01  9.63670E-01  9.64125E-01  9.64583E-01  9.65043E-01  9.65504E-01  9.65966E-01  9.66428E-01  9.66890E-01  9.67352E-01  9.67812E-01  9.68271E-01  9.68728E-01  9.69183E-01  9.69635E-01  9.70083E-01  9.70528E-01  9.70968E-01  9.71404E-01  9.71834E-01  9.72259E-01  9.72678E-01  9.73090E-01  9.73495E-01  9.73893E-01  9.74283E-01  9.74665E-01  9.75039E-01  9.75403E-01  9.75758E-01  9.76104E-01  9.76439E-01  9.76764E-01  9.77079E-01  9.77382E-01  9.77674E-01  9.77953E-01  9.78221E-01  9.78477E-01  9.78720E-01  9.78950E-01  9.79167E-01  9.79371E-01  9.79562E-01  9.79738E-01  9.79901E-01  9.80049E-01  9.80183E-01  9.80303E-01  9.80408E-01  9.80498E-01  9.80574E-01  9.80634E-01  9.80680E-01  9.80710E-01  9.80725E-01  9.80725E-01
  9.35798E-01  9.35798E-01  9.35818E-01  9.35858E-01  9.35917E-01  9.35996E-01  9.36094E-01  9.36212E-01  9.36349E-01  9.36506E-01  9.36681E-01  9.36875E-01  9.37088E-01  9.37319E-01  9.37568E-01  9.37834E-01  9.38118E-01  9.38420E-01  9.38738E-01  9.39073E-01  9.39424E-01  9.39792E-01  9.40174E-01  9.40572E-01  9.40984E-01  9.41411E-01  9.41852E-01  9.42306E-01  9.42773E-01  9.43252E-01  9.43743E-01  9.44246E-01  9.44760E-01  9.45285E-01  9.45819E-01  9.46363E-01  9.46915E-01  9.47476E-01  9.48045E-01  9.48621E-01  9.49203E-01  9.49792E-01  9.50386E-01  9.50984E-01  9.51587E-01  9.52194E-01  9.52803E-01  9.53415E-01  9.54029E-01  9.54644E-01  9.55259E-01  9.55874E-01  9.56489E-01  9.57102E-01  9.57713E-01  9.58322E-01  9.58927E-01  9.59528E-01  9.60125E-01  9.60717E-01  9.61304E-01  9.61883E-01  9.62456E-01  9.63022E-01  9.63579E-01  9.64128E-01  9.64668E-01  9.65198E-01  9.65717E-01  9.66226E-01  9.66723E-01  9.67208E-01  9.67681E-01  9.68141E-01  9.68588E-01  9.69021E-01  9.69439E-01  9.69843E-01  9.70231E-01  9.70604E-01  9.70960E-01  9.71301E-01  9.71624E-01  9.71931E-01  9.72220E-01  9.72491E-01  9.72745E-01  9.72980E-01  9.73196E-01  9.73394E-01  9.73572E-01  9.73732E-01  9.73871E-01  9.73992E-01  9.74092E-01  9.74173E-01  9.74233E-01  9.74274E-01  9.74294E-01  9.74294E-01
  9.19831E-01  9.19831E-01  9.19856E-01  9.19905E-01  9.19979E-01  9.20077E-01  9.20200E-01  9.20347E-01  9.20518E-01  9.20714E-01  9.20932E-01  9.21174E-01  9.21439E-01  9.21727E-01  9.22038E-01  9.22371E-01  9.22725E-01  9.23101E-01  9.23499E-01  9.23916E-01  9.24355E-01  9.24812E-01  9.25290E-01  9.25786E-01  9.26300E-01  9.26833E-01  9.27382E-01  9.27949E-01  9.28531E-01  9.29129E-01  9.29742E-01  9.30370E-01  9.31011E-01  9.31665E-01  9.32332E-01  9.33010E-01  9.33700E-01  9.34399E-01  9.35109E-01  9.35827E-01  9.36554E-01  9.37288E-01  9.38029E-01  9.38776E-01  9.39528E-01  9.40285E-01  9.41045E-01  9.41809E-01  9.42574E-01  9.43341E-01  9.44109E-01  9.44877E-01  9.45643E-01  9.46408E-01  9.47171E-01  9.47930E-01  9.48685E-01  9.49435E-01  9.50180E-01  9.50919E-01  9.51650E-01  9.52374E-01  9.53088E-01  9.53794E-01  9.54489E-01  9.55174E-01  9.55847E-01  9.56508E-01  9.57156E-01  9.57791E-01  9.58412E-01  9.59017E-01  9.59607E-01  9.60181E-01  9.60738E-01  9.61278E-01  9.61800E-01  9.62304E-01  9.62788E-01  9.63253E-01  9.63698E-01  9.64123E-01  9.64527E-01  9.64909E-01  9.65270E-01  9.65608E-01  9.65924E-01  9.66217E-01  9.66487E-01  9.66734E-01  9.66957E-01  9.67156E-01  9.67330E-01  9.67480E-01  9.67605E-01  9.67706E-01  9.67781E-01  9.67832E-01  9.67857E-01  9.67857E-01
  9.03918E-01  9.03918E-01  9.03948E-01  9.04007E-01  9.04096E-01  9.04213E-01  9.04361E-01  9.04537E-01  9.04742E-01  9.04975E-01  9.05237E-01  9.05527E-01  9.05844E-01  9.06189E-01  9.06560E-01  9.06959E-01  9.07383E-01  9.07833E-01  9.08309E-01  9.08809E-01  9.09334E-01  9.09882E-01  9.10453E-01  9.11047E-01  9.11663E-01  9.12300E-01  9.12958E-01  9.13636E-01  9.14333E-01  9.15049E-01  9.15783E-01  9.16534E-01  9.17302E-01  9.18085E-01  9.18883E-01  9.19695E-01  9.20521E-01  9.21358E-01  9.22208E-01  9.23068E-01  9.23937E-01  9.24816E-01  9.25703E-01  9.26598E-01  9.27498E-01  9.28404E-01  9.29314E-01  9.30228E-01  9.31145E-01  9.32063E-01  9.32982E-01  9.33901E-01  9.34819E-01  9.35735E-01  9.36647E-01  9.37556E-01  9.38460E-01  9.39359E-01  9.40250E-01  9.41134E-01  9.42010E-01  9.42876E-01  9.43732E-01  9.44577E-01  9.45409E-01  9.46229E-01  9.47035E-01  9.47827E-01  9.48602E-01  9.49362E-01  9.50105E-01  9.50830E-01  9.51536E-01  9.52223E-01  9.52890E-01  9.53537E-01  9.54162E-01  9.54765E-01  9.55345E-01  9.55902E-01  9.56434E-01  9.56943E-01  9.57426E-01  9.57884E-01  9.58316E-01  9.58721E-01  9.59099E-01  9.59450E-01  9.59774E-01  9.60069E-01  9.60336E-01  9.60574E-01  9.60783E-01  9.60962E-01  9.61112E-01  9.61232E-01  9.61323E-01  9.61383E-01  9.61413E-01  9.61413E-01
  8.88071E-01  8.88071E-01  8.88106E-01  8.88174E-01  8.88277E-01  8.88415E-01  8.88586E-01  8.88791E-01  8.89029E-01  8.89300E-01  8.89605E-01  8.89942E-01  8.90311E-01  8.90712E-01  8.91145E-01  8.91608E-01  8.92102E-01  8.92626E-01  8.93179E-01  8.93761E-01  8.94371E-01  8.95009E-01  8.95673E-01  8.96364E-01  8.97081E-01  8.97822E-01  8.98587E-01  8.99376E-01  9.00187E-01  9.01020E-01  9.01874E-01  9.02748E-01  9.03641E-01  9.04552E-01  9.05480E-01  9.06425E-01  9.07385E-01  9.08360E-01  9.09348E-01  9.10348E-01  9.11360E-01  9.12383E-01  9.13415E-01  9.14455E-01  9.15503E-01  9.16556E-01  9.17616E-01  9.18679E-01  9.19745E-01  9.20814E-01  9.21883E-01  9.22952E-01  9.24020E-01  9.25085E-01  9.26147E-01  9.27205E-01  9.28257E-01  9.29302E-01  9.30339E-01  9.31368E-01  9.32386E-01  9.33394E-01  9.34390E-01  9.35373E-01  9.36341E-01  9.37295E-01  9.38233E-01  9.39153E-01  9.40056E-01  9.40940E-01  9.41804E-01  9.42648E-01  9.43470E-01  9.44269E-01  9.45045E-01  9.45797E-01  9.46524E-01  9.47226E-01  9.47901E-01  9.48548E-01  9.49169E-01  9.49760E-01  9.50322E-01  9.50855E-01  9.51357E-01  9.51829E-01  9.52269E-01  9.52678E-01  9.53054E-01  9.53397E-01  9.53708E-01  9.53984E-01  9.54227E-01  9.54436E-01  9.54611E-01  9.54751E-01  9.54856E-01  9.54926E-01  9.54961E-01  9.54961E-01
  8.72299E-01  8.72299E-01  8.72339E-01  8.72417E-01  8.72535E-01  8.72691E-01  8.72886E-01  8.73119E-01  8.73391E-01  8.73700E-01  8.74047E-01  8.74431E-01  8.74851E-01  8.75308E-01  8.75801E-01  8.76328E-01  8.76891E-01  8.77487E-01  8.78118E-01  8.78780E-01  8.79475E-01  8.80202E-01  8.80959E-01  8.81746E-01  8.82562E-01  8.83407E-01  8.84278E-01  8.85177E-01  8.86101E-01  8.87050E-01  8.88022E-01  8.89018E-01  8.90035E-01  8.91073E-01  8.92130E-01  8.93207E-01  8.94300E-01  8.95411E-01  8.96536E-01  8.97676E-01  8.98829E-01  8.99993E-01  9.01169E-01  9.02354E-01  9.03547E-01  9.04748E-01  9.05954E-01  9.07166E-01  9.08380E-01  9.09597E-01  9.10816E-01  9.12033E-01  9.13250E-01  9.14464E-01  9.15673E-01  9.16878E-01  9.18077E-01  9.19267E-01  9.20449E-01  9.21621E-01  9.22781E-01  9.23929E-01  9.25064E-01  9.26183E-01  9.27287E-01  9.28373E-01  9.29442E-01  9.30491E-01  9.31519E-01  9.32526E-01  9.33510E-01  9.34471E-01  9.35408E-01  9.36318E-01  9.37202E-01  9.38059E-01  9.38887E-01  9.39687E-01  9.40456E-01  9.41194E-01  9.41900E-01  9.42574E-01  9.43215E-01  9.43821E-01  9.44394E-01  9.44931E-01  9.45433E-01  9.45898E-01  9.46326E-01  9.46718E-01  9.47071E-01  9.47387E-01  9.47663E-01  9.47901E-01  9.48100E-01  9.48260E-01  9.48380E-01  9.48460E-01  9.48500E-01  9.48500E-01
  8.56613E-01  8.56613E-01  8.56658E-01  8.56745E-01  8.56877E-01  8.57052E-01  8.57271E-01  8.57532E-01  8.57836E-01  8.58183E-01  8.58572E-01  8.59002E-01  8.59474E-01  8.59986E-01  8.60538E-01  8.61129E-01  8.61760E-01  8.62428E-01  8.63134E-01  8.63877E-01  8.64656E-01  8.65470E-01  8.66319E-01  8.67201E-01  8.68116E-01  8.69062E-01  8.70040E-01  8.71047E-01  8.72082E-01  8.73146E-01  8.74236E-01  8.75352E-01  8.76492E-01  8.77655E-01  8.78840E-01  8.80047E-01  8.81273E-01  8.82517E-01  8.83779E-01  8.85056E-01  8.86348E-01  8.87654E-01  8.88971E-01  8.90300E-01  8.91638E-01  8.92983E-01  8.94336E-01  8.95693E-01  8.97055E-01  8.98419E-01  8.99784E-01  9.01150E-01  9.02513E-01  9.03874E-01  9.05230E-01  9.06580E-01  9.07923E-01  9.09258E-01  9.10583E-01  9.11896E-01  9.13197E-01  9.14484E-01  9.15756E-01  9.17011E-01  9.18248E-01  9.19466E-01  9.20663E-01  9.21839E-01  9.22992E-01  9.24121E-01  9.25224E-01  9.26301E-01  9.27351E-01  9.28372E-01  9.29363E-01  9.30323E-01  9.31252E-01  9.32147E-01  9.33010E-01  9.33837E-01  9.34629E-01  9.35384E-01  9.36102E-01  9.36783E-01  9.37424E-01  9.38026E-01  9.38589E-01  9.39110E-01  9.39590E-01  9.40029E-01  9.40425E-01  9.40779E-01  9.41089E-01  9.41356E-01  9.41579E-01  9.41758E-01  9.41892E-01  9.41982E-01  9.42027E-01  9.42027E-01
