   0.00000000       0.00000000    
   0.00000000       0.00000000    
   3.66210952E-05   0.00000000    
   7.32421904E-05  0.144225851    
   1.09863286E-04  0.287963569    
   1.46484381E-04  0.431202412    
   1.83105469E-04  0.573974907    
   2.19726557E-04  0.716269672    
   2.56347645E-04  0.858112693    
   2.92968733E-04  0.999525368    
   3.29589820E-04   1.14052057    
   3.66210908E-04   1.28111327    
   4.02831996E-04   1.42131495    
   4.39453084E-04   1.56114733    
   4.76074172E-04   1.70061123    
   5.12695289E-04   1.83971870    
   5.49316406E-04   1.97849262    
   5.85937523E-04   2.11690950    
   6.22558640E-04   2.25501490    
   6.59179757E-04   2.39277864    
   6.95800874E-04   2.53024983    
   7.32421991E-04   2.66740584    
   7.69043108E-04   2.80427122    
   8.05664225E-04   2.94083071    
   8.42285343E-04   3.07711434    
   8.78906460E-04   3.21308756    
   9.15527577E-04   3.34732437    
   9.52148694E-04   3.48274946    
   9.88769811E-04   3.61794376    
   1.02539093E-03   3.75285625    
   1.06201204E-03   3.88749361    
   1.09863316E-03   4.02189875    
   1.13525428E-03   4.15603781    
   1.17187540E-03   4.28994846    
   1.20849651E-03   4.42359972    
   1.24511763E-03   4.55702925    
   1.28173875E-03   4.69019842    
   1.31835986E-03   4.82313967    
   1.35498098E-03   4.95584488    
   1.39160210E-03   5.08835363    
   1.42822322E-03   5.22060108    
   1.46484433E-03   5.35265207    
   1.50146545E-03   5.48446369    
   1.53808657E-03   5.61606169    
   1.57470768E-03   5.74744129    
   1.61132880E-03   5.87861872    
   1.64794992E-03   6.00959873    
   1.68457103E-03   6.14034414    
   1.72119215E-03   6.27090311    
   1.75781327E-03   6.40125656    
   1.79443439E-03   6.53140497    
   1.83105550E-03   6.66136217    
   1.86767662E-03   6.79112530    
   1.90429774E-03   6.92068434    
   1.94091885E-03   7.05005121    
   1.97753985E-03   7.17921829    
   2.01416085E-03   7.30824566    
   2.05078186E-03   7.43700600    
   2.08740286E-03   7.56562757    
   2.12402386E-03   7.69407225    
   2.16064486E-03   7.82232809    
   2.19726586E-03   7.95037937    
   2.23388686E-03   8.07827759    
   2.27050786E-03   8.20600414    
   2.30712886E-03   8.33355713    
   2.34374986E-03   8.46090794    
   2.38037086E-03   8.58808708    
