   0.00000000       0.00000000    
   3.66210952E-06   0.00000000    
   7.32421904E-06   14.4680157    
   1.09863286E-05   28.8826656    
   1.46484381E-05   43.2419052    
   1.83105476E-05   57.5482712    
   2.19726571E-05   71.8009796    
   2.56347666E-05   86.0028076    
   2.92968762E-05   100.156067    
   3.29589857E-05   114.262054    
   3.66210952E-05   128.322922    
   4.02832047E-05   142.340515    
   4.39453142E-05   156.314255    
   4.76074238E-05   170.248016    
   5.12695333E-05   184.140335    
   5.49316428E-05   197.995667    
   5.85937523E-05   211.813400    
   6.22558582E-05   225.594818    
   6.59179641E-05   239.339294    
   6.95800700E-05   253.049576    
   7.32421759E-05   266.722107    
   7.69042817E-05   280.361023    
   8.05663876E-05   293.969086    
   8.42284935E-05   307.540649    
   8.78905994E-05   321.083191    
   9.15527053E-05   334.429413    
   9.52148112E-05   347.902191    
   9.88769170E-05   361.344940    
   1.02539023E-04   374.756622    
   1.06201129E-04   388.136200    
   1.09863235E-04   401.492157    
   1.13525341E-04   414.818207    
   1.17187446E-04   428.110748    
   1.20849552E-04   441.372681    
   1.24511658E-04   454.606293    
   1.28173764E-04   467.806641    
   1.31835870E-04   480.979309    
   1.35497976E-04   494.119232    
   1.39160082E-04   507.227142    
   1.42822188E-04   520.310669    
   1.46484294E-04   533.366028    
   1.50146399E-04   546.394897    
   1.53808505E-04   559.386719    
   1.57470611E-04   572.351196    
   1.61132717E-04   585.286133    
   1.64794823E-04   598.198669    
   1.68456929E-04   611.083618    
   1.72119035E-04   623.932678    
   1.75781141E-04   636.751343    
   1.79443246E-04   649.535706    
   1.83105352E-04   662.282837    
   1.86767458E-04   675.004639    
   1.90429564E-04   687.702271    
   1.94091670E-04   700.365723    
   1.97753776E-04   712.996582    
   2.01415882E-04   725.590942    
   2.05077988E-04   738.150452    
   2.08740094E-04   750.671875    
   2.12402199E-04   763.159424    
   2.16064305E-04   775.620728    
   2.19726411E-04   788.049194    
   2.23388517E-04   800.438660    
   2.27050623E-04   812.800903    
   2.30712729E-04   825.132080    
   2.34374835E-04   837.425049    
   2.38036941E-04   849.675415    
   2.41699046E-04   861.883789    
   2.45361152E-04   874.049255    
   2.49023258E-04   886.179871    
   2.52685364E-04   898.279785    
   2.56347470E-04   910.340881    
   2.60009576E-04   922.352478    
   2.63671682E-04   934.313782    
   2.67333788E-04   946.228455    
   2.70995894E-04   958.105530    
   2.74657999E-04   969.951599    
   2.78320105E-04   981.745850    
   2.81982211E-04   993.512878    
   2.85644317E-04   1005.23676    
   2.89306423E-04   1016.89722    
   2.92968529E-04   1028.51416    
   2.96630635E-04   1040.07385    
   3.00292741E-04   1051.58130    
   3.03954846E-04   1063.05481    
   3.07616952E-04   1074.47473    
   3.11279058E-04   1085.83435    
   3.14941164E-04   1097.13330    
   3.18603270E-04   1108.36511    
   3.22265376E-04   1119.56970    
   3.25927482E-04   1130.71277    
   3.29589588E-04   1141.81482    
   3.33251694E-04   1152.86121    
   3.36913799E-04   1163.85083    
   3.40575905E-04   1174.76880    
   3.44238011E-04   1185.61621    
   3.47900117E-04   1196.39429    
   3.51562223E-04   1207.13745    
   3.55224329E-04   1217.80981    
   3.58886435E-04   1228.41150    
   3.62548541E-04   1238.93066    
   3.66210646E-04   1249.38074    
   3.69872752E-04   1259.78613    
   3.73534858E-04   1270.11877    
   3.77196964E-04   1280.40759    
   3.80859070E-04   1290.62793    
   3.84521176E-04   1300.75879    
   3.88183282E-04   1310.82190    
   3.91845388E-04   1320.78284    
   3.95507494E-04   1330.68787    
   3.99169599E-04   1340.52930    
   4.02831705E-04   1350.28210    
   4.06493811E-04   1359.95129    
   4.10155917E-04   1369.53113    
   4.13818023E-04   1379.04858    
   4.17480129E-04   1388.48291    
   4.21142235E-04   1397.84814    
   4.24804341E-04   1407.15027    
   4.28466446E-04   1416.34961    
   4.32128552E-04   1425.47437    
   4.35790658E-04   1434.49072    
   4.39452764E-04   1443.41687    
   4.43114870E-04   1452.26721    
   4.46776976E-04   1461.03943    
   4.50439082E-04   1469.71826    
   4.54101188E-04   1478.30005    
   4.57763294E-04   1486.77246    
   4.61425399E-04   1495.16650    
   4.65087505E-04   1503.48413    
   4.68749611E-04   1511.69812    
   4.72411717E-04   1519.85120    
   4.76073823E-04   1527.91113    
   4.79735929E-04   1535.86731    
   4.83398035E-04   1543.71570    
   4.87060141E-04   1551.45911    
   4.90722246E-04   1559.10193    
   4.94384381E-04   1566.64453    
   4.98046516E-04   1574.10608    
   5.01708651E-04   1581.47119    
   5.05370786E-04   1588.73352    
   5.09032921E-04   1595.89087    
   5.12695056E-04   1602.94751    
   5.16357191E-04   1609.88806    
   5.20019326E-04   1616.75232    
   5.23681461E-04   1623.51672    
   5.27343596E-04   1630.17590    
   5.31005731E-04   1636.74951    
   5.34667866E-04   1643.22949    
   5.38330001E-04   1649.60815    
   5.41992136E-04   1655.86499    
   5.45654271E-04   1662.03040    
   5.49316406E-04   1668.07959    
