  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  1.16148E-02  2.50952E-02  3.32548E-02  4.69196E-02  5.07078E-02  6.33732E-02  6.27925E-02  7.39977E-02  6.98330E-02  7.96635E-02  7.31035E-02  8.19149E-02  7.40738E-02  8.23684E-02  7.38811E-02  8.22573E-02  7.31620E-02  8.20970E-02  7.20840E-02  8.15225E-02  7.03289E-02  7.93634E-02  6.69756E-02  7.39420E-02  6.05182E-02  6.35667E-02  4.93434E-02  4.72234E-02  3.26787E-02  2.53148E-02  1.14824E-02  0.00000E+00
  0.00000E+00  2.49678E-02  4.46340E-02  7.15432E-02  8.33319E-02  1.09288E-01  1.12277E-01  1.35694E-01  1.30715E-01  1.51304E-01  1.40412E-01  1.58639E-01  1.44235E-01  1.60914E-01  1.44817E-01  1.61012E-01  1.43890E-01  1.60716E-01  1.42219E-01  1.60192E-01  1.39662E-01  1.57895E-01  1.35021E-01  1.50942E-01  1.25861E-01  1.35885E-01  1.08942E-01  1.09876E-01  8.16759E-02  7.21507E-02  4.41040E-02  2.52212E-02  0.00000E+00
  0.00000E+00  3.28335E-02  7.09008E-02  9.39770E-02  1.32571E-01  1.43222E-01  1.79084E-01  1.77251E-01  2.09140E-01  1.97046E-01  2.25180E-01  2.06269E-01  2.31548E-01  2.09104E-01  2.32809E-01  2.08752E-01  2.32460E-01  2.06978E-01  2.31985E-01  2.04202E-01  2.30376E-01  1.99469E-01  2.24332E-01  1.90119E-01  2.09093E-01  1.71867E-01  1.79840E-01  1.40151E-01  1.33661E-01  9.28172E-02  7.16732E-02  3.26121E-02  0.00000E+00
  0.00000E+00  4.56283E-02  8.16660E-02  1.30756E-01  1.52372E-01  1.99778E-01  2.05121E-01  2.48114E-01  2.38621E-01  2.76733E-01  2.56229E-01  2.90204E-01  2.63278E-01  2.94375E-01  2.64603E-01  2.94526E-01  2.63329E-01  2.93948E-01  2.60770E-01  2.92989E-01  2.56565E-01  2.88852E-01  2.48412E-01  2.76259E-01  2.31778E-01  2.48853E-01  2.00703E-01  2.01351E-01  1.50482E-01  1.32287E-01  8.12539E-02  4.62562E-02  0.00000E+00
  0.00000E+00  4.86262E-02  1.04729E-01  1.39097E-01  1.95866E-01  2.11771E-01  2.64683E-01  2.61794E-01  3.09243E-01  2.90793E-01  3.33107E-01  3.04364E-01  3.42633E-01  3.08782E-01  3.44536E-01  3.08767E-01  3.44012E-01  3.06835E-01  3.43306E-01  3.03470E-01  3.40979E-01  2.97088E-01  3.32165E-01  2.83608E-01  3.09794E-01  2.56594E-01  2.66648E-01  2.09300E-01  1.98314E-01  1.38609E-01  1.06394E-01  4.86982E-02  0.00000E+00
  0.00000E+00  5.87764E-02  1.05640E-01  1.68470E-01  1.96908E-01  2.57508E-01  2.64721E-01  3.20006E-01  3.07574E-01  3.57169E-01  3.30050E-01  3.74802E-01  3.39224E-01  3.80372E-01  3.41395E-01  3.80667E-01  3.40530E-01  3.79969E-01  3.38173E-01  3.78788E-01  3.33653E-01  3.73556E-01  3.23779E-01  3.57457E-01  3.02521E-01  3.22219E-01  2.62122E-01  2.60903E-01  1.96553E-01  1.71517E-01  1.06122E-01  5.99943E-02  0.00000E+00
  0.00000E+00  5.69310E-02  1.21819E-01  1.62726E-01  2.27926E-01  2.47409E-01  3.08223E-01  3.05382E-01  3.60447E-01  3.38805E-01  3.88654E-01  3.54494E-01  4.00140E-01  3.59932E-01  4.02650E-01  3.60629E-01  4.02226E-01  3.59396E-01  4.01523E-01  3.56583E-01  3.98913E-01  3.50082E-01  3.88753E-01  3.34878E-01  3.62768E-01  3.03309E-01  3.12446E-01  2.47491E-01  2.32520E-01  1.63898E-01  1.24801E-01  5.75777E-02  0.00000E+00
  0.00000E+00  6.27955E-02  1.13841E-01  1.80055E-01  2.11944E-01  2.75414E-01  2.84473E-01  3.42618E-01  3.30002E-01  3.82898E-01  3.53775E-01  4.02345E-01  3.63649E-01  4.08826E-01  3.66487E-01  4.09536E-01  3.66486E-01  4.09052E-01  3.65125E-01  4.07948E-01  3.61416E-01  4.02441E-01  3.51639E-01  3.85234E-01  3.29088E-01  3.47416E-01  2.85344E-01  2.81447E-01  2.13992E-01  1.85104E-01  1.15527E-01  6.47635E-02  0.00000E+00
  0.00000E+00  5.69262E-02  1.20482E-01  1.62575E-01  2.25571E-01  2.46810E-01  3.05363E-01  3.04115E-01  3.57612E-01  3.36914E-01  3.86235E-01  3.52307E-01  3.98318E-01  3.57939E-01  4.01416E-01  3.59325E-01  4.01451E-01  3.59146E-01  4.01042E-01  3.57524E-01  3.98592E-01  3.52068E-01  3.88531E-01  3.37505E-01  3.62643E-01  3.06039E-01  3.12429E-01  2.49811E-01  2.32581E-01  1.65430E-01  1.24864E-01  5.81102E-02  0.00000E+00
